ID_Cliente;Nombre;Edad;Genero;Localidad;Nivel_Socioeconomico
1008;SebastiánLoaiza;61;No binario;usaquen;MEDIO
1009;María Rojas;35;No binario;Kennedy;Bajooo
1010;Diana Gómez;65;Masculino;subaa;alto
1011;Juan Narváez;69;No binario;Suba;bajoooo
1012;Luz Mena;;Masculino;Kennedyy;
1013;  Yamile  Moreno  ;20;Masculino;KENNEDY;Altoo
1014;MarinaAlvarado;37;;USAQUEN;MEDIO
1015;Luz Mora;26;Masculino; Suba;Altoo
1016;NancyAyala;48;Masculino;Kennedy;Medio
1017;MIGUEL RUIZ;74;Femenino;CHAPINEROOO;MEDIO
1018;Juan Sandoval;67;Femenino;engativa;Bajooo
1019;Angélica Suárez;33;Masculino;KENNEDY;medio
1020;IsabelDurán;37;Masculino;subaa;BAJO
1021;Inés Suárez;23;No binario;SUBA;Altoo
1022;Luz Núñez;25;No binario;USAQUEN;Medioo
1023;fabio vallejo;72;Otro;Engativá ;BAJO
1024;Antonio Osorio;59;Femenino;kennedy;
1025;Eva Cardozo;43;Femenino;subaa;bajoooo
1026;Libardo Sandoval;47;Femenino;ENGATIVA;bajo
1027;JULIÁN RUIZ;56;No binario;subaa;Alto
1028;marta sánchez;54;;ENGATIVA;Altoo
1029;Leonor Gallego;21;Masculino;Engativá ;alto
1030;clemencia gaitán;23;No binario; Suba;BAJO
1031;KAREN TORO;45;Otro;engativa;medio
1032;Mario Ceballos;62;No binario;kennedy;Medioo
1033;Luis Bolaños;27;Otro;;Alto
1034;Luis Hernández;61;Masculino;Kennedy;alto
1035;OLGA RAMÍREZ;30;Femenino;chapinero;bajo
1036;Jorge Caballero;;Masculino;USAQUEN;Medio
1037;Edgar López;44;No binario;Usaquén ;Alto
1038;Daniel Ramírez;28;No binario;Engativá ;ALTO
1039;Alba Gil;23;Masculino;Chapinero;Bajooo
1040;Alberto Arboleda;52;No binario;Usaquén;Bajooo
1041;Liliana Castellanos;25;No binario;engativa;medio
1042;Daniel Velásquez;65;Otro; Suba;alto
1043;Carol Polo;44;Masculino;Engativá ;Bajo
1044;Nelly Yepes;70;Otro;KENNEDY;bajo
1045;María Cuesta;43;No binario;ENGATIVA;Alto
1046;Emiro González;32;Femenino;KENNEDY;Altoo
1047;Jhan Acosta;38;Masculino;;
1048;  Olga  Agudelo  ;52;Masculino;Chapinero;Alto
1049;Adriana Ceballos;29;Femenino;kennedy;ALTO
1050;Luis Guevara;60;Masculino;Chapinero;Medioo
1051;mery lozano;25;Otro;CHAPINEROOO;medio
1052;Clara Muñoz;24;Masculino;SUBA;Medio
1053;José Zapata;58;Femenino;Chapinero;alto
1054;Diana Bejarano;39;No binario;Kennedyy;Alto
1055;Yuly Villa;56;;;Alto
1056;Néstor Arias;19;Femenino;Kennedy;medio
1057;FABIOLA LONDOÑO;59;No binario;ENGATIVA;BAJO
1058;Inés Sánchez;35;Masculino;KENNEDY;Altoo
1059;Beatriz Betancur;46;Otro;Kennedyy;Bajooo
1060;Carlos Guerrero;58;No binario;Usaquén;BAJO
1061;Lucía Valencia;59;Otro;Suba;bajoooo
1062;  Lizeth  Roa  ;31;Otro;Usaquén ;bajoooo
1063;Melba Hoyos;54;Femenino;ENGATIVA;bajo
1064;manuel muñoz;56;Masculino;Engativá ;Bajooo
1065;Armando Parada;69;Masculino;Engativá ;medio
1066;Jorge Rincón;54;;;Medioo
1067;Claudia Rosero;71;Masculino; Suba;alto
1068;;71;Otro;engativa;MEDIO
1069;Carolina Pinzón;37;No binario;Suba;Medioo
1070;Anyi Alarcón;26;Otro;Engativá ;Medio
1071;Andrés Bedoya;75;Masculino;Usaquén;Altoo
1072;LuzGómez;34;No binario;CHAPINEROOO;Medioo
1073;edgar garcés;66;No binario;Suba;bajo
1074;Enrique Cabrera;38;No binario;usaquen;ALTO
1075;Jessica Benítez;60;Femenino;Engativá;Bajo
1076;Cristina Toro;42;Masculino;KENNEDY;MEDIO
1077;María Mora;47;Masculino;CHAPINERO;Bajooo
1078;Katherine Garzón;67;Masculino;CHAPINEROOO;Medioo
1079;enrique garzón;65;Masculino;CHAPINEROOO;medio
1080;Lidia Reyes;53;No binario;ENGATIVA;MEDIO
1081;María Caicedo;21;No binario;chapinero;Medioo
1082;María Contreras;24;Femenino;CHAPINERO;Bajo
1083;Esperanza Rendón;35;No binario;Suba;ALTO
1084;María Guerra;40;Otro;Suba;ALTO
1085;Javier Arévalo;62;Otro;CHAPINEROOO;medio
1086;StevenGonzález;39;;Engativá;Altoo
1087;Diana Sánchez;55;;SUBA;Bajo
1088;Liliana Silva;51;Femenino;Suba;ALTO
1089;Víctor Ortiz;52;No binario;subaa;
1090;Catalina Arias;67;No binario; Suba;Bajo
1091;Mariana Ospina;27;Masculino;Engativá ;ALTO
1092;Heriberto Torres;24;No binario; Suba;alto
1093;Manuel Miranda;35;Masculino;Usaquén ;Medio
1094;Jesús Andrade;68;Masculino;SUBA;Alto
1095;  Rafael  López  ;57;Femenino;USAQUEN;BAJO
1096;;36;Masculino;USAQUEN;
1097;Lizeth Cortés;26;Otro; Suba;Altoo
1098;Luz Rodríguez;27;Femenino;Engativá;Bajo
1099;Carolina Sierra;58;No binario;Suba;BAJO
1100;  Katerine  Páez  ;74;Femenino;chapinero;Bajooo
1101;Carlos Andrade;54;No binario;ENGATIVA;Bajooo
1102;Diana Contreras;50;Otro;Engativá ;Bajooo
1103;María Rojas;;Masculino;Kennedyy;Altoo
1104;Gabriel Murcia;52;Otro;ENGATIVA;alto
1105;;73;Masculino;usaquen;alto
1106;Damaris Gómez;54;Otro;Suba;alto
1107;Patricia Velandia;51;No binario;Kennedy;BAJO
1108;Raúl Londoño;57;Masculino;Kennedy;Medio
1109;María Oviedo;19;No binario;Suba;medio
1110;Eugenia Salamanca;52;No binario;Kennedyy;Alto
1111;  Juan  Espinosa  ;60;Femenino;USAQUEN;Medio
1112;Alejandro Castillo;43;Masculino;Engativá ;BAJO
1113;Ana Pérez;;No binario;engativa;medio
1114;Daniela Palacio;;Femenino; Suba;Medio
1115;  Ligia  Triana  ;54;Femenino;USAQUEN;Medio
1116;Vanessa Tovar;48;Femenino; Suba;MEDIO
1117;Isabel Ojeda;55;No binario;Chapinero;Alto
1118;Daniel Sierra;61;Femenino;CHAPINERO;Alto
1119;Roger Martínez;22;Otro;Engativá;bajoooo
1120;Xiomara Velasco;38;No binario;KENNEDY;bajo
1121;Flor Solano;30;No binario;chapinero;Bajo
1122;Wilmar Medina;69;Masculino;Engativá ;Medio
1123;Iván Gómez;64;No binario;chapinero;medio
1124;Esperanza Ángel;72;Masculino;ENGATIVA;Medioo
1125;Concepción Mosquera;25;Masculino;Usaquén ;
1126;Alex Mejía;42;Masculino;CHAPINEROOO;Medio
1127;Manuel Durán;57;No binario;kennedy;Medio
1128;Andrea Beltrán;59;;usaquen;Altoo
1129;Orlando Amaya;39;Masculino;Engativá;Medioo
1130;Ana Sánchez;20;Masculino;Kennedyy;Medio
1131;Alejandro Acevedo;64;Masculino;CHAPINERO;Bajooo
1132;Jairo Ruiz;32;;chapinero;Bajooo
1133;Sandra Rodríguez;21;No binario;Engativá ;MEDIO
1134;Natalia Mosquera;75;Femenino;Usaquén;Medio
1135;Alba Hernández;74;Masculino;Chapinero;bajo
1136;LILIANA CARDONA;29;Otro;CHAPINERO;Alto
1137;Luis Parra;22;Femenino;engativa;bajo
1138;María Mosquera;53;Femenino;usaquen;MEDIO
1139;ANDREA CARVAJAL;63;No binario;chapinero;MEDIO
1140;Camila Flórez;41;Femenino;CHAPINERO;alto
1141;Margarita Giraldo;;Otro;ENGATIVA;Medio
1142;Ana Galeano;19;No binario;CHAPINERO;Alto
1143;Anderson Mantilla;20;Otro;Kennedyy;bajoooo
1144;Carlos Pérez;55;Masculino;Kennedyy;Bajooo
1145;Mery Hernández;69;No binario;USAQUEN;MEDIO
1146;Karen Rincón;51;No binario;CHAPINERO;Bajo
1147;Patricia Mejía;33;Otro;ENGATIVA;BAJO
1148;Piedad Ramos;69;Masculino;KENNEDY;BAJO
1149;Ana Vargas;;;engativa;MEDIO
1150;ESTHER PINEDA;35;Otro;subaa;Altoo
1151;Juan Ramírez;32;Femenino;Usaquén;alto
1152;Sandra Suárez;55;Femenino;usaquen;Bajo
1153;Efrain Quintero;63;Femenino;Engativá;Medio
1154;Antonio Arenas;41;No binario;Engativá ;Alto
1155;Sofía Quintero;44;Otro;USAQUEN;Alto
1156;Víctor Estrada;55;;Usaquén ;Altoo
1157;Roger Hernández;31;Masculino;Kennedy;alto
1158;ANGÉLICA ERAZO;32;No binario;Suba;MEDIO
1159;Alejandra Álvarez;51;Otro;KENNEDY;bajo
1160;Octavio Tamayo;32;Masculino;subaa;Bajooo
1161;Margarita Vélez;41;Femenino;Engativá ;Alto
1162;Dina Escobar;61;Femenino;USAQUEN;Medio
1163;Olga Rivera;54;Femenino;subaa;
1164;Víctor Medina;48;Femenino;Engativá ;
1165;MARTHA OSPINA;51;No binario;ENGATIVA;bajo
1166;juan vásquez;75;Masculino;Usaquén;bajoooo
1167;Manuel Caicedo;65;Otro;Kennedy;ALTO
1168;Jeison Restrepo;23;Masculino;engativa;medio
1169;Camilo Mendoza;55;Masculino;SUBA;Medioo
1170;Margarita Aguirre;45;No binario;CHAPINEROOO;Bajo
1171;Leonardo Rosero;31;Otro;Kennedyy;bajoooo
1172;maribel sierra;46;Femenino;usaquen;Altoo
1173;Fernando Vargas;24;Femenino;;MEDIO
1174;  Alexander  Forero  ;70;;KENNEDY;medio
1175;Fabián García;25;Masculino;Engativá ;Medio
1176;Nel Acosta;25;Masculino;CHAPINERO;bajoooo
1177;Yenny Mora;65;Masculino;Usaquén ;Bajo
1178;Marco Aguirre;38;Masculino;Chapinero;Medioo
1179;Andrés Mercado;34;No binario;SUBA;bajo
1180;CLARA LARA;64;Masculino;SUBA;bajo
1181;AndrésHenao;57;Femenino;SUBA;Alto
1182;Andrea Solano;60;No binario;kennedy;Medio
1183;Alexander Mosquera;66;No binario;Engativá ;medio
1184;Jorge Gómez;43;No binario;SUBA;alto
1185;Gerson Buitrago;74;No binario;Usaquén ;bajoooo
1186;Pilar Gallego;34;Otro;CHAPINERO;Bajo
1187;Eduar Osorio;28;Masculino;Kennedyy;Alto
1188;MaríaMuñoz;69;Otro;kennedy;Bajo
1189;José Delgado;28;No binario;CHAPINERO;Alto
1190;Carlos Córdoba;64;Masculino;Chapinero;MEDIO
1191;Cindy Giraldo;28;Masculino;CHAPINERO;ALTO
1192;Iván Fernández;26;Otro;Engativá;ALTO
1193;José Herrera;;Femenino;KENNEDY;bajo
1194;María López;45;Masculino;subaa;BAJO
1195;Marta Burgos;45;No binario;SUBA;ALTO
1196;Martha Ibarra;;No binario;kennedy;medio
1197;Isabel Álvarez;32;No binario;USAQUEN;Altoo
1198;YASMÍN ROJAS;31;No binario;Engativá;Medioo
1199;Rita Acosta;66;No binario;USAQUEN;Alto
1200;Betty Benavides;73;;kennedy;MEDIO
1201;Yolanda Suárez;47;Masculino;Engativá ;Bajooo
1202;EdwinGonzález;25;No binario;Suba;Bajooo
1203;Gustavo Jaimes;26;No binario;USAQUEN;BAJO
1204;Javier Pérez;38;Otro;CHAPINEROOO;MEDIO
1205;Marino Vargas;41;Otro;chapinero;ALTO
1206;Carolina Pérez;51;No binario;;Alto
1207;Luis Bustos;;Femenino;kennedy;Medio
1208;Cristina Parra;40;Femenino;Chapinero;BAJO
1209;Rosa Bedoya;64;No binario;kennedy;alto
1210;Yohana Gómez;31;Otro;Kennedy;Medioo
1211;David Ramírez;72;Otro;Kennedyy;medio
1212;JuanGiraldo;31;Femenino;SUBA;bajoooo
1213;Diego Rojas;69;No binario; Suba;bajo
1214;Alfonso Montes;48;Otro;Kennedyy;Alto
1215;Luz López;71;No binario;usaquen;MEDIO
1216;Alfredo Díaz;73;No binario;engativa;bajo
1217;Camila Cruz;30;Femenino;Chapinero;bajoooo
1218;LinaPrieto;24;Otro;Chapinero;Bajo
1219;Andrés Henao;62;Otro;KENNEDY;ALTO
1220;Juan León;49;Masculino;Chapinero;ALTO
1221;Juan Romero;26;Masculino;Usaquén;MEDIO
1222;Santiago Garzón;65;;Usaquén ;Alto
1223;John Rueda;51;;Engativá ;alto
1224;  Stella  Ávila  ;27;Masculino;Usaquén;bajo
1225;Ana Hernández;71;Masculino;kennedy;bajoooo
1226;Paola Suárez;47;Masculino;Engativá;Medioo
1227;RosaAguirre;18;Otro;CHAPINERO;alto
1228;José Guerrero;66;Otro;USAQUEN;Alto
1229;Marcela Flórez;35;Femenino;usaquen;BAJO
1230;Rosa Acevedo;67;No binario;CHAPINEROOO;Medioo
1231;Jhon Franco;62;Otro; Suba;ALTO
1232;ISIDRO CORTÉS;34;Otro;Suba;alto
1233;janneth hernández;41;Masculino;Suba;Bajo
1234;Eugenia Cardona;75;Otro;subaa;Altoo
1235;Luz Mosquera;54;No binario;CHAPINERO;bajoooo
1236;María Hernández;20;Femenino; Suba;Bajooo
1237;Víctor Corredor;19;Femenino;Kennedyy;MEDIO
1238;José Zapata;26;Masculino;USAQUEN;Alto
1239;Manuel Guerrero;18;Femenino;USAQUEN;Alto
1240;Pedro Reyes;33;Otro;;Medio
1241;Ana Gómez;48;No binario;Suba;bajoooo
1242;cristian jiménez;75;No binario;kennedy;medio
1243;Esperanza Montoya;;Femenino;engativa;MEDIO
1244;Claudia Cruz;22;Femenino;Usaquén;Bajooo
1245;Jairo Castañeda;27;No binario;SUBA;Bajooo
1246;Luis González;24;Masculino;Suba;Bajooo
1247;MarthaGuevara;54;No binario;;alto
1248;Armando Morales;34;Masculino;subaa;Altoo
1249;Armando Gómez;41;Femenino;kennedy;alto
1250;ÓscarVásquez;63;Femenino;Kennedyy;medio
1251;Evelio López;73;Otro;Kennedyy;BAJO
1252;Álvaro Espinosa;19;Femenino;Engativá ;
1253;Stella Anaya;40;No binario;Engativá;Alto
1254;Norma Romero;35;No binario;CHAPINERO;ALTO
1255;Víctor Mendoza;38;Femenino;Suba;ALTO
1256;Ovidio Guevara;45;Femenino;usaquen;ALTO
1257;Leidy Arrieta;25;Otro;Kennedyy;Altoo
1258;Juan Romero;48;No binario;CHAPINEROOO;alto
1259;Alejandro Barrera;36;No binario;Engativá ;BAJO
1260;Claudia Hernández;38;Femenino;;Medio
1261;Adriana Rojas;47;Otro;SUBA;Bajo
1262;Luz Romero;27;No binario;CHAPINEROOO;BAJO
1263;Blanca Montoya;23;Otro; Suba;BAJO
1264;Paula Rueda;27;Femenino;KENNEDY;Altoo
1265;Nancy Ortiz;49;No binario;Kennedy;Medio
1266;Esteban Rengifo;54;Femenino;ENGATIVA;bajoooo
1267;Manuel López;38;Masculino;Usaquén ;MEDIO
1268;Uriel Serna;47;No binario;CHAPINEROOO;Bajo
1269;Jair Ángel;29;Masculino;Engativá ;Bajooo
1270;ArturoHernández;57;Masculino;Engativá ;bajoooo
1271;  Arturo  Vargas  ;61;Otro;;Altoo
1272;Alejandro Salcedo;72;No binario;CHAPINERO;ALTO
1273;Cristian Buitrago;75;;subaa;Medioo
1274;Josefa Escobar;47;Masculino;Usaquén ;Alto
1275;Alba Peña;65;; Suba;Bajooo
1276;Yesenia Acevedo;63;Masculino;Usaquén;Bajooo
1277;Fabio López;43;No binario;Suba;BAJO
1278;José Castro;64;No binario;Kennedy;Altoo
1279;Segundo Arias;62;No binario;usaquen;ALTO
1280;Leandro Valencia;54;Masculino;Kennedy;Bajo
1281;María Perdomo;36;Femenino;USAQUEN;medio
1282;  Felipe  Ariza  ;26;Otro;usaquen;Bajo
1283;Dolores Vergara;18;No binario;CHAPINEROOO;alto
1284;Clara Martínez;41;No binario; Suba;medio
1285;AndrésTorres;39;Femenino;usaquen;ALTO
1286;Ruby Rojas;47;Masculino; Suba;ALTO
1287;Alba Salcedo;24;Masculino;kennedy;MEDIO
1288;Gladys Escobar;54;Femenino;CHAPINEROOO;alto
1289;Carlos Reyes;29;Otro;Engativá;ALTO
1290;NUBIA CARRILLO;51;Femenino;KENNEDY;medio
1291;Luz López;38;Masculino;Suba;medio
1292;Julián Cruz;49;Masculino;Suba;medio
1293;  Paola  Zuluaga  ;57;Masculino;Engativá ;medio
1294;Mayra Rodríguez;36;Otro;kennedy;BAJO
1295;Aníbal Ramírez;25;Femenino;Usaquén ;MEDIO
1296;  Eduardo  Hernández  ;45;Masculino;subaa;alto
1297;  Jesús  Pérez  ;66;Otro;Usaquén ;medio
1298;Milton Castro;54;Otro;ENGATIVA;Alto
1299;  Jesús  Vargas  ;48;No binario;usaquen;BAJO
1300;Alicia Rentería;27;Otro;Usaquén ;Bajooo
1301;Claudia Medina;;Masculino;engativa;Alto
1302;Viviana Bermúdez;;Femenino;usaquen;bajoooo
1303;Cristina Hoyos;53;Femenino;Kennedyy;BAJO
1304;Diego Rodríguez;48;No binario;Usaquén;Bajooo
1305;Virginia Hernández;35;No binario;Usaquén;BAJO
1306;Lorena Duarte;48;Masculino;Engativá ;Alto
1307;María Vélez;46;Otro;USAQUEN;Alto
1308;VÍCTOR OJEDA;63;Otro;subaa;bajo
1309;Rubiela Hernández;39;Otro;Chapinero;alto
1310;Patricia Flórez;21;Masculino; Suba;Medioo
1311;MiguelLópez;69;No binario;Usaquén ;ALTO
1312;EUGENIA RANGEL;25;Masculino;subaa;bajo
1313;Marcela Perdomo;35;Femenino;Engativá;Medioo
1314;Alfonso Hernández;70;Masculino;USAQUEN;
1315;OsvaldoSánchez;45;Femenino;Usaquén ;alto
1316;Andrés Rodríguez;40;Femenino;Kennedy;Alto
1317;Jesús Mendoza;20;Otro;Usaquén ;bajo
1318;Daniel Méndez;35;Femenino;Chapinero;medio
1319;Lucía Peña;;Femenino;subaa;bajo
1320;Eduardo Estrada;23;Masculino;chapinero;medio
1321;Andrea López;44;Masculino;engativa;MEDIO
1322;Alfonso Fernández;;No binario;Suba;BAJO
1323;Kelly Corredor;37;Masculino;ENGATIVA;Bajo
1324;Eugenia Hernández;38;Femenino;Chapinero;Alto
1325;Yaneth García;56;Otro;Engativá ;Bajooo
1326;Luis Carvajal;65;Femenino;Suba;Bajo
1327;Alberto Patiño;71;Otro;;
1328;Eduardo Miranda;27;Masculino;Kennedyy;Alto
1329;AlexanderSuárez;23;Masculino;SUBA;Bajooo
1330;José Palacios;56;Masculino;SUBA;BAJO
1331;César Jiménez;57;Masculino;KENNEDY;bajo
1332;Luz Burbano;60;Masculino;USAQUEN;Medio
1333;Wilmar Zapata;37;No binario; Suba;BAJO
1334;martha sierra;60;Masculino;ENGATIVA;Altoo
1335;  Juan  Contreras  ;20;Femenino;Usaquén ;
1336;Brandon Ospino;73;No binario;chapinero;BAJO
1337;oswaldo hernández;67;Otro;CHAPINEROOO;Altoo
1338;Humberto Jaramillo;24;Otro;usaquen;bajoooo
1339;DoraCarrillo;24;No binario;Suba;BAJO
1340;Cristian Pedraza;53;Masculino; Suba;MEDIO
1341;Ángel Rodríguez;19;Otro;Kennedy;MEDIO
1342;Patricia Muñoz;32;Femenino;Suba;alto
1343;María Martínez;66;No binario;usaquen;Bajooo
1344;Fabián Mora;75;Otro;USAQUEN;
1345;Antonio Sierra;64;Masculino;Engativá ;medio
1346;Marleny Narváez;33;Femenino;ENGATIVA;bajo
1347;ANA MONTOYA;35;No binario;KENNEDY;Alto
1348;david castro;38;;USAQUEN;Altoo
1349;Natalia Molina;37;No binario;Usaquén ;Bajo
1350;Adriana Montes;47;Femenino;SUBA;bajo
1351;ANDRÉS GIRALDO;56;Femenino;SUBA;Bajooo
1352;Fernando Palacio;35;Otro; Suba;alto
1353;Manuel Martínez;24;No binario;SUBA;Bajooo
1354;jhon ariza;63;No binario;ENGATIVA;Medio
1355;Edgar Martínez;54;Femenino;Kennedyy;Bajooo
1356;AndreaMejía;46;Masculino;Engativá ;Bajo
1357;  Marlene  León  ;39;No binario;subaa;BAJO
1358;Natalia Villamizar;33;Masculino;usaquen;Alto
1359;Jairo González;38;Otro;CHAPINEROOO;Medio
1360;Camilo Narváez;71;Otro;Suba;Medio
1361;Claudia Cantillo;29;Femenino;SUBA;Altoo
1362;José Páez;28;Masculino;USAQUEN;ALTO
1363;Óscar Pérez;29;Masculino;Engativá;alto
1364;Carmen Ocampo;52;Femenino;Suba;ALTO
1365;Alba Rivas;54;Otro;subaa;bajo
1366;Ángel Gómez;49;Femenino;CHAPINERO;Altoo
1367;MarioOrtiz;19;No binario;Engativá ;Medioo
1368;  Patricia  Amaya  ;43;No binario;engativa;BAJO
1369;Carlos García;33;Otro;Kennedy;ALTO
1370;Yasmín Mosquera;68;No binario;Suba;Medioo
1371;Adiela Ospina;53;Femenino;KENNEDY;medio
1372;Aura Muñoz;28;;Usaquén;medio
1373;sandra córdoba;22;Otro;Chapinero;medio
1374;Daniel Torres;43;No binario;USAQUEN;Medioo
1375;José Gómez;67;Otro;Kennedyy;Altoo
1376;nelson vargas;57;No binario;chapinero;Medioo
1377;Gilma Flórez;19;No binario;Usaquén ;Bajooo
1378;Milena Granados;44;No binario;Usaquén ;BAJO
1379;Esteban Cortés;49;Otro;CHAPINERO;alto
1380;Arley Mena;51;Masculino;Usaquén;Medio
1381;Mireya Ruiz;18;Otro;;Medioo
1382;MARTA PINZÓN;58;Femenino;engativa;alto
1383;Luisa García;75;Femenino;subaa;Bajo
1384;Alicia Sierra;25;Otro;Suba;Alto
1385;  Roberto  Díaz  ;30;Otro;kennedy;Altoo
1386;ricardo bejarano;39;Femenino;SUBA;Bajooo
1387;ESTIVEN GARCÍA;48;Masculino;Engativá;bajoooo
1388;Antonia Gutiérrez;51;Femenino;Kennedy;bajo
1389;Santiago Valencia;42;Masculino;Usaquén ;Medioo
1390;Luis Rodríguez;36;Masculino;Usaquén;Medio
1391;Alejandra Londoño;52;Otro;kennedy;
1392;Angie Trujillo;52;No binario; Suba;MEDIO
1393;Jimena Vega;24;Femenino;Usaquén ;bajo
1394;Maricela Perdomo;20;Femenino;Suba;Bajo
1395;Elena Galeano;39;No binario;engativa;Bajooo
1396;rafael vargas;60;No binario;USAQUEN;alto
1397;María Peña;44;No binario;chapinero;medio
1398;CristinaRomero;20;No binario;CHAPINERO;Medio
1399;Pedro Monsalve;29;Femenino;usaquen;ALTO
1400;Jhoan Rodríguez;36;Otro;Suba;bajo
1401;Alexander Miranda;26;Masculino;Suba;Bajo
1402;  Miguel  López  ;69;No binario;subaa;medio
1403;AndrésMoreno;67;Femenino;Usaquén;Alto
1404;Amelia Martínez;40;Masculino;Kennedy;MEDIO
1405;  Paulo  Amaya  ;60;Masculino;Engativá;Medioo
1406;Andrea Cáceres;38;Masculino;kennedy;
1407;Yesid Guzmán;20;Masculino;Chapinero;Medioo
1408;Diego Arias;72;Masculino;Engativá;
1409;Aldemar García;42;No binario;CHAPINERO;Medioo
1410;Diana Hernández;48;Femenino;engativa;BAJO
1411;  Leonardo  García  ;34;Otro;Engativá ;Alto
1412;Carlos Mejía;72;No binario;engativa;Bajooo
1413;Smith Moreno;46;No binario;Usaquén ;Alto
1414;Beatriz Álvarez;30;Otro;kennedy;Altoo
1415;Francisco Bermúdez;27;No binario;Kennedyy;bajo
1416;Felipe Ruiz;42;No binario;subaa;
1417;Luisa García;65;Femenino;KENNEDY;bajo
1418;Alejandra Patiño;65;No binario;Kennedyy;alto
1419;Juan Sánchez;23;;Usaquén;Medio
1420;Claudia Correa;27;Otro;engativa;bajoooo
1421;Silvia Lozano;63;Otro;kennedy;Alto
1422;octavio rojas;44;No binario;usaquen;bajo
1423;Natalia Ortiz;46;Masculino;ENGATIVA;medio
1424;PaolaSánchez;70;No binario;CHAPINEROOO;Bajo
1425;Eduardo Niño;74;Masculino;Engativá;Medioo
1426;Jhon Gómez;68;Femenino;Usaquén ;Altoo
1427;FREDY VALENCIA;69;No binario;engativa;bajo
1428;Andrea Vargas;19;Femenino;CHAPINERO;BAJO
1429;Maritza Molina;65;No binario;Usaquén ;Alto
1430;Javier Muñoz;;Otro;SUBA;Bajo
1431;Nel Gómez;41;No binario;Usaquén ;bajoooo
1432;Karina Cárdenas;35;No binario;Engativá;bajoooo
1433;César Vargas;;Masculino;CHAPINEROOO;Alto
1434;Lucero Arenas;22;;;Medioo
1435;Isabel Rodríguez;47;Otro;Suba;Bajo
1436;  Álvaro  Riascos  ;23;Masculino;;bajo
1437;Carmen Bravo;58;No binario;SUBA;Alto
1438;Alicia Méndez;73;Femenino;Engativá;bajo
1439;Jorge Murillo;30;Masculino;Usaquén ;bajo
1440;Beatriz Guerra;56;Otro;usaquen;ALTO
1441;MaríaMartínez;61;Femenino;Engativá;ALTO
1442;Roberto Marín;61;No binario;;Medio
1443;Carmen Espitia;62;Masculino;Usaquén ;ALTO
1444;Álvaro Quintero;49;Femenino;CHAPINEROOO;bajoooo
1445;María Cruz;68;No binario;subaa;Alto
1446;Claudia Córdoba;73;Otro;Kennedy;Bajo
1447;Armando Medina;27;Femenino;Chapinero;Alto
1448;  María  Carrillo  ;28;Otro;SUBA;medio
1449;Carolina Rojas;60;Masculino;Usaquén ;Medioo
1450;Liliana Castro;69;No binario;;Alto
1451;Brayan Gómez;57;Femenino;Usaquén ;Altoo
1452;david vargas;48;No binario;CHAPINERO;bajoooo
1453;Elizabeth Peña;58;No binario;kennedy;Altoo
1454;  Luis  Martínez  ;38;Femenino;Kennedyy;bajo
1455;Blanca Hernández;;Masculino;Kennedy;Medio
1456;Alejandra Loaiza;64;No binario;chapinero;BAJO
1457;Andrés Barrera;48;Masculino;Kennedyy;Alto
1458;Francisco Rosero;38;Femenino;chapinero;Medioo
1459;Farid Ocampo;74;Otro;ENGATIVA;Bajo
1460;Clara Vásquez;19;No binario;subaa;Alto
1461;Marly Barreto;46;Masculino;subaa;ALTO
1462;José Giraldo;38;Masculino;Usaquén ;bajoooo
1463;Gloria Ruiz;19;Otro;Usaquén ;Altoo
1464;Marina Triana;54;;Kennedy;Medio
1465;jaime martínez;63;Otro;Usaquén ;bajoooo
1466;Argemiro Contreras;51;No binario;kennedy;bajo
1467;sebastián anaya;34;Masculino;kennedy;
1468;Dairo López;20;Femenino;Kennedy;bajoooo
1469;Alexander Ortiz;50;No binario;;Bajooo
1470;VíctorAlarcón;31;No binario;;Medioo
1471;Luz Orjuela;43;Masculino;Kennedyy;MEDIO
1472;Marina Sanabria;66;Otro;usaquen;alto
1473;OrlandoMosquera;59;No binario;Suba;Altoo
1474;Pedro Meza;66;Otro;chapinero;BAJO
1475;GLORIA VEGA;54;Otro;Chapinero;bajo
1476;Mario Benavides;64;Otro;ENGATIVA;Alto
1477;Arley Gómez;68;Femenino;Suba;Bajo
1478;Diego Erazo;18;No binario;CHAPINEROOO;bajoooo
1479;  Luis  Londoño  ;74;Otro;Chapinero;Bajo
1480;Liliana Ojeda;74;Femenino;Chapinero;medio
1481;alonso rincón;47;Otro;KENNEDY;ALTO
1482;Natalia Rincón;42;;subaa;Bajo
1483;AndreaMoreno;67;Otro;chapinero;Bajo
1484;Marina Silva;62;Masculino;Usaquén;Bajooo
1485;María Prada;63;Masculino;Engativá;medio
1486;Alejandra Hernández;75;Femenino;engativa;Medioo
1487;Óscar Prada;36;No binario;Engativá ;Bajooo
1488;Santiago Valencia;40;No binario;CHAPINEROOO;bajoooo
1489;María Fernández;56;Femenino;KENNEDY;Altoo
1490;Wilmer Guevara;44;Masculino;KENNEDY;
1491;Edgar Estrada;32;Otro;Usaquén ;Altoo
1492;Ever Arias;70;Otro;Suba;alto
1493;Libardo Medina;30;Masculino;Engativá;BAJO
1494;Diana Suárez;52;Femenino;;Medio
1495;Marcela Sánchez;22;Masculino;engativa;Bajo
1496;Efrain Mercado;31;No binario;KENNEDY;medio
1497;Ever Bernal;34;No binario;Suba;Medioo
1498;Carolina Tamayo;49;No binario;SUBA;Medio
